,VOLUME_SESSION,AVG_J_S,Rech_Moy,MNT_FORFAIT_DATA,NB_JOUR_ACT_IN,revenu_cdr,P_revenu_data,P_FF_Journalier,P_FF_mensuel,P_N_Rech_sup5,Evolution volume session,Evolution rech_moy,pca_clusters
0,0.04,2.91,1.0,0.15,25.333000000000002,3.18,0.05,0.17,0.0,0.0,0,0,0
1,0.03,0.0,4.0,0.0,28.833000000000002,15.66,0.0,0.0,0.0,0.75,0,0,1
2,0.17,0.0,1.2,0.0,26.666999999999998,12.11,0.0,0.0,0.0,0.07,0,0,0
3,0.0,0.0,4.38,0.0,30.0,27.77,0.0,0.0,0.0,0.86,0,0,1
4,0.0,0.0,2.58,0.0,28.833000000000002,13.53,0.0,0.0,0.0,0.52,0,0,1
5,0.0,0.0,4.83,0.0,30.0,18.58,0.07,0.0,0.0,0.97,0,0,1
6,0.0,8.0,2.34,0.0,1.5,0.1,0.0,0.0,0.0,0.08,0,0,0
7,0.0,0.0,4.88,0.0,30.0,43.03,0.0,0.0,0.0,0.95,0,0,1
8,0.2,0.0,4.05,0.0,29.333000000000002,14.88,0.0,0.0,0.0,0.82,0,0,1
9,1354.45,0.0,6.07,6.68,30.0,18.98,0.3,0.64,0.37,0.95,-531,0,1
10,0.0,0.0,3.86,0.0,23.5,13.2,0.05,0.0,0.0,0.82,0,0,1
11,11.36,12.5,1.0,0.0,7.832999999999999,1.23,0.0,0.0,0.0,0.0,0,0,0
12,0.0,0.0,1.09,0.0,29.666999999999998,9.03,0.07,0.0,0.0,0.06,0,0,0
13,0.0,0.0,2.0,0.0,30.0,14.79,0.0,0.0,0.0,0.32,0,0,1
14,970.34,0.0,5.0,7.75,30.0,13.69,0.36,0.0,1.0,1.0,-371,0,2
15,3531.53,0.0,4.7,10.17,20.5,8.45,0.55,0.54,0.47,0.77,-744,0,2
17,0.0,0.0,4.1,0.0,30.0,27.9,0.0,0.0,0.0,0.83,0,0,0
18,0.0,22.25,1.0,0.0,8.167,0.5,0.0,0.0,0.0,0.0,0,0,0
19,0.0,2.67,1.2,0.0,20.666999999999998,3.86,0.0,0.0,0.0,0.03,0,0,1
20,0.0,0.0,2.7,0.0,25.333000000000002,13.91,0.0,0.0,0.0,0.41,0,0,0
21,0.0,1.15,1.29,0.0,22.5,2.17,0.0,0.0,0.0,0.06,-145,0,1
22,0.0,0.0,3.93,0.0,22.166999999999998,7.87,0.2,0.0,0.0,0.75,0,0,1
23,0.0,0.0,1.0,0.0,30.0,27.8,0.0,0.0,0.0,0.0,0,0,1
24,0.0,0.0,4.11,0.0,24.0,5.0,0.12,0.0,0.0,0.7,0,0,0
25,0.0,2.0,1.0,0.0,27.666999999999998,6.38,0.0,0.0,0.0,0.0,0,0,1
26,77.84,0.0,4.99,0.49,27.0,8.03,0.06,0.5,0.0,1.0,13,0,2
27,7214.49,0.0,4.4,22.51,30.0,10.89,0.67,0.38,0.61,0.88,3048,0,0
28,0.33,0.0,1.69,0.0,30.0,3.7,0.68,0.0,0.0,0.38,0,0,0
29,0.0,0.0,1.12,0.0,29.166999999999998,5.01,0.79,0.0,0.0,0.03,0,0,1
30,0.0,0.0,4.69,0.0,21.166999999999998,9.47,0.0,0.0,0.0,0.96,0,0,1
31,0.9,0.0,4.99,0.0,21.166999999999998,11.52,0.0,0.0,0.0,1.0,0,0,0
32,0.0,0.0,1.14,0.0,28.333000000000002,5.45,0.0,0.0,0.0,0.03,0,0,0
33,0.0,3.33,1.0,0.0,24.666999999999998,2.1,0.0,0.0,0.0,0.0,0,0,0
34,0.0,0.0,5.06,0.0,12.0,0.77,0.0,0.0,0.0,0.33,0,0,1
35,0.0,0.0,4.78,0.0,30.0,13.32,0.05,0.0,0.0,0.96,0,0,0
36,1.14,0.0,1.0,0.0,28.666999999999998,12.46,0.0,0.0,0.0,0.0,0,0,0
37,0.0,0.0,2.24,0.0,29.333000000000002,7.58,0.65,0.0,0.0,0.33,0,0,0
40,0.0,0.0,2.09,0.0,17.167,8.62,0.24,0.0,0.0,0.3,0,0,1
41,0.0,0.0,3.09,0.0,17.167,11.01,0.0,0.0,0.0,0.68,0,0,0
42,2.59,1.67,1.0,0.0,28.0,6.64,0.0,0.0,0.0,0.0,0,0,0
43,522.94,0.0,4.99,2.92,27.5,5.19,0.36,0.0,0.83,1.0,-7,0,0
44,0.0,0.0,1.06,0.0,27.166999999999998,10.58,0.0,0.0,0.0,0.01,0,0,0
45,0.0,9.6,1.0,0.0,20.333,1.6,0.0,0.0,0.0,0.0,0,0,0
47,0.0,1.33,2.47,0.3,28.0,3.73,0.5,0.17,0.0,0.37,0,0,0
49,0.0,1.33,1.0,0.0,27.833000000000002,3.41,0.0,0.0,0.0,0.0,0,0,1
50,0.0,3.56,1.16,0.0,16.833,4.13,0.0,0.0,0.0,0.06,0,0,0
52,0.0,0.0,1.46,0.0,29.0,7.22,0.0,0.0,0.0,0.11,0,0,1
53,170.9,0.33,1.36,0.78,30.0,5.63,0.12,0.11,0.0,0.11,146,0,0
54,0.02,0.0,5.06,0.0,0.16699999999999998,3.18,0.0,0.0,0.0,0.33,0,0,0
55,126.2,0.0,4.67,0.58,30.0,9.43,0.06,0.0,0.0,0.75,126,0,0
56,0.0,9.0,1.56,0.0,18.0,1.71,0.0,0.0,0.0,0.08,0,0,0
57,15.82,0.0,2.26,0.0,21.166999999999998,7.17,0.0,0.0,0.0,0.5,15,0,0
59,0.0,0.0,5.0,0.0,29.166999999999998,37.47,0.0,0.0,0.0,1.0,0,0,1
60,0.0,8.33,1.0,0.0,12.5,2.04,0.0,0.0,0.0,0.0,0,0,2
61,0.0,0.0,1.6,0.0,27.5,4.51,0.0,0.0,0.0,0.15,0,0,0
62,0.0,18.5,1.99,0.04,13.833,1.28,0.03,0.17,0.0,0.17,0,0,0
63,0.0,0.0,1.0,0.0,13.0,11.83,0.0,0.0,0.0,0.0,0,0,1
64,0.0,1.0,1.3,0.0,12.333,5.04,0.0,0.0,0.0,0.11,0,0,0
65,0.17,0.0,1.21,0.0,30.0,21.82,0.12,0.0,0.0,0.06,0,0,0
66,0.02,0.0,9.82,0.0,12.5,0.5,0.74,0.0,0.0,0.17,0,4,0
67,14295.92,0.0,4.29,57.45,29.166999999999998,6.48,0.9,0.12,0.88,0.86,-516,0,1
68,0.0,9.91,1.0,0.0,19.667,2.13,0.0,0.0,0.0,0.0,0,0,1
69,0.0,0.0,2.75,0.0,17.167,7.61,0.0,0.0,0.0,0.58,0,0,1
70,0.0,0.0,3.96,0.0,27.166999999999998,14.91,0.02,0.0,0.0,0.82,0,0,1
71,0.0,15.5,4.88,0.0,1.5,0.0,0.0,0.0,0.0,0.17,0,0,0
72,0.0,0.0,4.97,0.0,10.833,3.6,0.0,0.0,0.0,0.5,0,0,0
73,0.31,1.7,1.18,0.0,25.166999999999998,3.2,0.28,0.0,0.0,0.06,0,0,0
74,0.0,0.0,5.02,0.0,25.0,4.84,0.0,0.0,0.0,0.67,0,0,0
75,567.81,0.0,5.0,4.73,30.0,12.13,0.34,0.83,0.0,1.0,97,0,0
76,0.08,0.0,4.38,0.0,24.166999999999998,8.98,0.0,0.0,0.0,0.86,0,0,0
77,0.0,0.0,3.94,0.0,19.333,12.84,0.0,0.0,0.0,0.74,0,0,0
78,0.14,1.0,2.0,0.0,25.666999999999998,3.25,0.5,0.0,0.0,0.17,0,1,0
79,0.0,3.91,1.29,0.0,19.167,2.52,0.0,0.0,0.0,0.04,0,0,0
80,0.0,16.0,1.0,0.0,2.333,0.63,0.0,0.0,0.0,0.0,0,0,0
81,0.0,8.6,1.0,0.0,6.332999999999999,2.85,0.0,0.0,0.0,0.0,0,0,0
82,0.0,1.0,1.0,0.0,20.0,6.69,0.0,0.0,0.0,0.0,0,0,0
83,0.32,10.67,1.0,0.0,23.0,1.22,0.0,0.0,0.0,0.0,0,0,1
84,0.75,0.33,2.04,0.0,25.333000000000002,7.79,0.0,0.0,0.0,0.38,0,0,1
85,0.36,0.0,1.33,0.0,22.666999999999998,7.78,0.0,0.0,0.0,0.07,0,0,0
86,0.0,0.67,4.97,0.0,7.0,3.79,0.0,0.0,0.0,0.5,0,0,0
87,0.0,1.67,1.58,0.0,26.666999999999998,3.37,0.0,0.0,0.0,0.14,0,0,1
88,0.0,1.7,1.25,0.0,1.0,1.76,0.0,0.0,0.0,0.17,0,0,1
89,0.0,2.0,1.81,0.0,22.833000000000002,2.33,0.0,0.0,0.0,0.17,0,0,1
90,0.01,0.0,4.56,0.0,28.833000000000002,12.14,0.15,0.0,0.0,0.91,0,0,0
91,0.0,0.0,1.78,0.0,29.5,23.64,0.0,0.0,0.0,0.21,0,0,0
92,0.0,15.0,3.03,0.0,8.5,0.74,0.0,0.0,0.0,0.17,0,0,2
93,0.0,1.33,2.99,0.0,23.5,0.72,0.48,0.0,0.0,0.33,0,0,0
94,168.78,0.0,4.52,1.08,30.0,17.96,0.06,0.83,0.0,0.92,31,0,0
95,0.02,0.0,3.92,0.0,19.5,6.29,0.0,0.0,0.0,0.7,0,0,0
96,0.0,0.0,4.14,0.0,26.5,29.46,0.0,0.0,0.0,0.7,0,0,0
97,0.0,3.0,1.0,0.0,30.0,5.24,0.24,0.0,0.0,0.0,0,0,1
98,0.0,0.0,1.73,0.0,28.666999999999998,14.19,0.0,0.0,0.0,0.27,0,0,0
99,4490.79,0.0,1.33,3.76,30.0,3.76,0.55,0.78,0.02,0.09,-85,0,0
100,0.0,3.44,3.03,0.0,15.833,1.16,0.0,0.0,0.0,0.17,0,2,1
102,0.0,0.0,1.32,0.0,29.166999999999998,15.84,0.04,0.0,0.0,0.14,0,0,1
103,0.0,1.33,1.33,0.0,17.5,2.43,0.54,0.0,0.0,0.14,0,0,1
104,0.0,0.0,1.06,0.0,25.333000000000002,12.67,0.0,0.0,0.0,0.03,0,0,1
105,0.0,0.0,5.01,0.0,18.333,14.14,0.0,0.0,0.0,1.0,0,0,0
106,0.0,0.44,2.33,0.0,29.5,5.74,0.0,0.0,0.0,0.22,0,0,0
107,0.0,0.6,1.0,0.0,27.833000000000002,4.65,0.0,0.0,0.0,0.0,0,0,1
108,0.0,0.0,4.69,0.0,30.0,10.06,0.0,0.0,0.0,0.95,0,0,1
109,0.0,0.0,1.0,0.0,30.0,28.02,0.0,0.0,0.0,0.0,0,0,0
110,0.0,0.0,4.36,0.0,30.0,13.8,0.0,0.0,0.0,0.83,0,0,0
111,0.09,0.0,3.93,0.04,28.0,20.71,0.0,0.17,0.0,0.74,0,0,1
112,0.0,0.0,1.96,0.0,27.0,15.84,0.0,0.0,0.0,0.39,0,0,0
113,0.0,2.21,1.0,0.0,21.0,3.2,0.0,0.0,0.0,0.0,0,0,1
114,0.06,11.91,1.0,0.0,25.166999999999998,0.65,0.0,0.0,0.0,0.0,0,0,0
116,0.0,0.0,5.0,0.0,27.833000000000002,8.14,0.0,0.0,0.0,0.67,0,0,0
117,0.0,0.0,3.4,0.0,26.666999999999998,6.35,0.0,0.0,0.0,0.67,0,0,0
118,0.0,0.33,1.58,0.0,20.833000000000002,4.09,0.0,0.0,0.0,0.13,0,0,0
119,0.19,0.0,1.1,0.0,27.5,7.45,0.0,0.0,0.0,0.03,0,0,0
120,0.0,0.0,4.22,0.0,17.0,2.67,0.0,0.0,0.0,0.58,0,0,0
121,0.01,23.0,4.88,0.0,18.0,0.68,0.0,0.0,0.0,0.17,0,0,0
122,0.0,0.0,4.98,0.0,12.333,6.18,0.0,0.0,0.0,0.83,0,0,1
124,0.0,0.0,1.32,0.0,26.833000000000002,8.78,0.0,0.0,0.0,0.03,-17,0,0
125,0.0,7.17,1.0,0.0,27.0,0.92,0.0,0.0,0.0,0.0,0,0,0
126,0.0,0.0,2.01,0.0,30.0,2.76,0.0,0.0,0.0,0.14,0,0,0
127,0.0,0.0,1.09,0.0,26.333000000000002,14.73,0.09,0.0,0.0,0.02,0,0,1
128,0.0,10.29,3.03,0.0,15.0,0.53,0.0,0.0,0.0,0.08,0,-1,1
129,1370.05,0.0,1.42,9.45,30.0,17.73,0.35,0.49,0.01,0.11,876,0,1
130,0.06,7.29,1.45,0.0,18.667,1.54,0.0,0.0,0.0,0.17,0,0,0
131,0.0,1.33,1.32,0.0,27.333000000000002,8.04,0.0,0.0,0.0,0.14,0,0,1
132,0.0,0.0,3.72,1.8,30.0,13.91,0.11,0.67,0.0,0.74,0,0,0
133,0.06,0.0,1.13,0.0,19.667,5.51,0.0,0.0,0.0,0.03,0,0,0
134,0.0,0.0,1.0,0.0,27.833000000000002,11.83,0.0,0.0,0.0,0.0,0,0,0
135,0.0,13.0,5.06,0.0,15.5,1.62,0.0,0.0,0.0,0.33,0,0,0
136,0.0,1.0,2.33,0.0,27.333000000000002,2.64,0.0,0.0,0.0,0.25,0,-1,0
137,0.0,0.33,4.97,0.15,18.333,2.3,0.06,0.17,0.0,0.67,0,0,0
138,0.0,0.0,5.02,0.0,21.666999999999998,5.64,0.0,0.0,0.0,1.0,0,0,1
139,0.0,0.0,4.72,0.0,14.167,8.47,0.14,0.0,0.0,0.78,0,0,0
140,0.0,15.56,1.0,0.0,25.166999999999998,0.3,0.0,0.0,0.0,0.0,0,0,0
141,0.01,0.0,3.72,0.0,25.166999999999998,16.36,0.0,0.0,0.0,0.52,0,0,0
142,0.0,22.14,1.0,0.0,30.0,0.31,0.0,0.0,0.0,0.0,0,-2,1
143,0.03,11.25,4.88,0.0,17.0,0.82,0.0,0.0,0.0,0.17,-48,0,1
144,1604.06,0.0,1.11,0.98,30.0,2.86,0.45,0.83,0.0,0.02,582,0,0
145,0.0,0.0,1.16,0.0,28.833000000000002,9.74,0.0,0.0,0.0,0.07,0,0,0
146,0.0,0.25,3.41,0.0,26.666999999999998,2.11,0.13,0.0,0.0,0.39,0,-1,0
147,0.0,0.0,3.51,0.0,19.5,4.77,0.0,0.0,0.0,0.45,0,0,0
148,0.0,0.0,5.02,0.0,18.833,7.43,0.0,0.0,0.0,0.83,0,0,0
149,0.0,6.46,1.0,0.0,10.167,1.13,0.0,0.0,0.0,0.0,0,0,0
150,0.0,12.5,1.0,0.0,22.5,3.18,0.0,0.0,0.0,0.0,0,0,2
151,0.0,3.0,1.73,0.0,25.333000000000002,1.96,0.33,0.0,0.0,0.11,0,0,1
152,193.72,0.0,3.44,0.0,29.5,11.18,0.0,0.0,0.0,0.61,-47,0,0
153,0.0,0.0,4.42,0.0,29.833000000000002,23.08,0.11,0.0,0.0,0.88,0,0,1
154,1.47,0.0,1.36,0.15,29.166999999999998,7.53,0.02,0.17,0.0,0.09,1,0,0
155,0.1,9.38,1.0,0.15,21.833000000000002,0.75,0.17,0.17,0.0,0.0,0,0,0
156,0.0,15.0,3.66,0.0,29.666999999999998,1.02,0.0,0.0,0.0,0.33,0,0,0
157,0.0,3.88,1.8,0.15,22.166999999999998,1.97,0.07,0.17,0.0,0.22,0,0,0
158,0.0,1.4,3.0,0.0,25.5,2.3,0.0,0.0,0.0,0.33,0,0,0
159,0.0,3.14,1.16,0.0,23.166999999999998,3.92,0.18,0.0,0.0,0.04,0,0,0
160,8183.72,0.0,1.65,34.93,29.666999999999998,9.58,0.78,0.74,0.26,0.27,1222,0,0
161,0.0,0.0,4.55,0.0,25.833000000000002,7.71,0.0,0.0,0.0,0.92,0,0,0
163,0.0,0.0,1.8,0.15,25.666999999999998,11.75,0.01,0.17,0.0,0.24,0,0,1
164,0.0,0.25,3.34,0.0,19.333,5.6,0.0,0.0,0.0,0.67,0,0,1
165,0.0,0.0,1.19,0.0,29.0,4.18,0.0,0.0,0.0,0.17,0,0,0
166,0.0,19.13,1.0,0.0,16.0,0.16,0.0,0.0,0.0,0.0,0,0,1
167,0.02,0.0,1.01,0.0,28.333000000000002,11.48,0.0,0.0,0.0,0.0,0,0,0
168,0.0,11.8,1.0,0.0,9.667,0.32,0.0,0.0,0.0,0.0,0,0,0
169,0.0,19.13,1.0,0.0,29.666999999999998,0.02,0.0,0.0,0.0,0.0,0,0,0
170,0.0,5.77,1.0,0.04,15.5,0.97,0.04,0.17,0.0,0.0,0,0,0
171,0.0,10.0,5.06,0.0,22.833000000000002,2.27,0.0,0.0,0.0,0.33,0,0,1
172,0.0,9.67,5.06,0.0,11.667,1.61,0.0,0.0,0.0,0.33,0,0,0
173,0.0,0.0,4.97,0.0,14.833,3.4,0.0,0.0,0.0,0.67,0,0,0
174,0.0,0.0,2.38,0.0,28.833000000000002,12.48,0.0,0.0,0.0,0.47,0,0,1
175,0.0,0.0,5.8,0.0,30.0,24.2,0.0,0.0,0.0,1.0,0,0,1
176,0.6,9.92,1.0,0.0,28.0,1.35,0.0,0.0,0.0,0.0,0,0,1
177,0.86,0.0,3.98,0.0,30.0,29.77,0.0,0.0,0.0,0.79,0,0,0
178,0.0,0.0,2.61,0.0,15.5,1.21,0.0,0.0,0.0,0.14,0,0,0
179,0.0,0.0,3.99,0.0,21.666999999999998,2.84,0.0,0.0,0.0,0.42,0,-1,1
180,0.01,3.56,1.25,0.0,21.5,2.88,0.0,0.0,0.0,0.08,0,0,0
181,0.0,1.2,1.25,0.0,25.5,3.25,0.0,0.0,0.0,0.08,0,0,1
182,228.73,0.0,5.0,1.35,30.0,20.3,0.06,0.83,0.0,1.0,15,0,0
183,0.0,0.0,1.0,0.0,27.0,8.52,0.0,0.0,0.0,0.0,0,0,0
184,0.0,0.0,1.38,0.0,30.0,19.25,0.0,0.0,0.0,0.07,0,0,2
185,0.0,0.0,3.92,0.0,19.0,6.57,0.0,0.0,0.0,0.61,0,0,0
187,0.0,0.0,3.31,0.0,26.166999999999998,15.06,0.0,0.0,0.0,0.64,0,0,0
188,0.0,0.0,4.22,0.0,16.167,3.86,0.02,0.0,0.0,0.67,0,0,1
189,0.0,0.4,1.45,0.0,27.666999999999998,1.46,0.0,0.0,0.0,0.06,0,0,0
190,0.0,0.0,1.14,0.0,29.666999999999998,17.91,0.0,0.0,0.0,0.0,0,0,1
191,0.0,0.0,3.93,0.0,30.0,27.5,0.0,0.0,0.0,0.77,0,0,0
192,0.0,0.0,2.17,0.0,20.167,8.48,0.0,0.0,0.0,0.36,0,0,0
193,0.0,0.0,3.46,0.0,30.0,16.26,0.0,0.0,0.0,0.72,0,0,0
194,0.0,0.0,1.0,0.0,27.666999999999998,2.94,0.68,0.0,0.0,0.0,0,0,1
195,0.0,5.4,1.0,0.0,17.5,3.24,0.0,0.0,0.0,0.0,0,0,0
196,835.3,0.0,3.26,5.33,29.0,7.11,0.43,1.0,0.0,0.63,-208,0,0
197,0.0,0.0,5.06,0.0,13.0,1.89,0.0,0.0,0.0,0.33,0,0,1
198,0.0,0.0,3.66,0.0,24.5,1.3,0.0,0.0,0.0,0.33,0,0,1
199,0.0,0.0,1.0,0.0,24.666999999999998,10.38,0.0,0.0,0.0,0.0,0,0,1
200,0.0,0.0,4.52,0.0,30.0,31.52,0.0,0.0,0.0,0.9,0,0,2
201,0.0,1.33,1.0,0.0,19.667,6.76,0.0,0.0,0.0,0.0,0,0,0
202,0.0,0.0,3.14,0.0,30.0,26.57,0.02,0.0,0.0,0.53,0,0,0
203,0.0,0.0,2.99,0.0,16.167,1.8,0.0,0.0,0.0,0.33,0,-2,0
204,0.0,2.0,1.0,0.0,23.166999999999998,2.56,0.0,0.0,0.0,0.0,0,0,1
205,0.0,0.0,1.2,0.0,29.0,12.13,0.01,0.0,0.0,0.04,-14,0,0
206,0.0,0.0,2.61,0.0,29.333000000000002,22.04,0.0,0.0,0.0,0.36,0,0,0
207,0.99,0.0,1.0,0.0,17.0,3.02,0.0,0.0,0.0,0.0,0,0,1
208,12.38,15.0,5.06,0.0,23.166999999999998,1.46,0.0,0.0,0.0,0.17,0,0,1
209,0.0,0.0,4.69,0.0,26.666999999999998,10.17,0.0,0.0,0.0,0.95,0,0,0
210,0.01,0.0,3.27,0.0,29.166999999999998,2.45,0.35,0.0,0.0,0.5,0,0,0
211,0.0,0.0,3.19,0.0,24.333000000000002,5.28,0.0,0.0,0.0,0.64,0,0,0
212,4809.28,0.0,8.7,17.9,30.0,12.2,0.59,0.7,0.18,1.0,-873,-1,1
213,0.0,0.0,1.18,0.04,26.833000000000002,7.28,0.01,0.17,0.0,0.02,0,0,0
214,0.36,15.0,1.81,0.0,21.666999999999998,1.57,0.0,0.0,0.0,0.08,0,0,0
215,0.0,1.2,1.92,0.15,28.666999999999998,3.33,0.04,0.17,0.0,0.5,0,0,0
216,0.0,0.0,1.4,0.0,29.833000000000002,23.15,0.0,0.0,0.0,0.11,0,0,0
217,0.0,0.0,4.97,0.0,7.5,3.4,0.0,0.0,0.0,0.5,0,0,0
218,0.0,0.67,1.8,0.0,23.166999999999998,4.64,0.0,0.0,0.0,0.28,0,-1,0
219,0.0,0.0,3.92,0.0,24.5,7.78,0.0,0.0,0.0,0.67,0,0,0
220,0.0,0.0,5.0,0.0,30.0,17.46,0.04,0.0,0.0,1.0,0,0,0
221,0.0,1.0,5.06,0.0,22.666999999999998,0.0,1.0,0.0,0.0,0.33,0,0,1
223,0.09,12.86,1.0,0.0,11.667,0.35,0.0,0.0,0.0,0.0,0,0,1
224,0.0,1.0,1.0,0.0,23.333000000000002,3.87,0.0,0.0,0.0,0.0,0,0,1
225,0.0,0.0,3.1,0.0,30.0,9.39,0.0,0.0,0.0,0.53,0,-1,0
226,0.0,0.71,1.0,0.0,29.166999999999998,4.18,0.0,0.0,0.0,0.0,0,0,1
227,0.0,1.67,5.0,0.0,14.167,2.12,0.0,0.0,0.0,0.5,0,0,0
228,0.0,3.0,1.99,0.0,20.5,1.82,0.0,0.0,0.0,0.17,0,0,0
229,0.0,5.2,1.37,0.0,12.0,2.25,0.0,0.0,0.0,0.08,0,0,1
230,0.0,0.0,1.62,0.0,30.0,9.26,0.0,0.0,0.0,0.1,0,0,0
231,0.0,5.38,1.0,0.0,12.667,0.65,0.0,0.0,0.0,0.0,-35,0,0
232,0.0,0.0,1.3,0.15,24.833000000000002,5.85,0.03,0.17,0.0,0.06,0,0,1
233,0.37,8.42,1.0,0.0,22.333000000000002,1.71,0.0,0.0,0.0,0.0,0,0,1
234,0.0,0.0,5.02,0.0,14.0,7.06,0.0,0.0,0.0,1.0,0,0,1
235,0.0,0.0,5.02,0.0,29.333000000000002,5.97,0.0,0.0,0.0,0.83,0,0,0
236,0.0,0.0,4.72,0.0,25.333000000000002,5.6,0.0,0.0,0.0,0.95,0,0,0
237,0.0,0.0,2.08,0.0,29.333000000000002,11.67,0.0,0.0,0.0,0.38,0,0,0
238,0.0,8.33,1.0,0.15,20.167,1.76,0.08,0.17,0.0,0.0,0,0,1
239,0.0,0.0,4.99,0.0,27.166999999999998,8.79,0.0,0.0,0.0,1.0,-130,0,0
240,0.03,16.38,1.0,0.0,20.0,0.52,0.0,0.0,0.0,0.0,0,0,0
241,0.0,3.89,1.29,0.0,22.666999999999998,2.7,0.0,0.0,0.0,0.17,0,0,0
244,0.0,0.0,5.0,0.0,23.166999999999998,8.5,0.14,0.0,0.0,1.0,0,0,0
245,0.0,0.0,1.28,0.0,27.5,13.1,0.0,0.0,0.0,0.09,0,0,0
246,0.0,1.33,1.89,0.0,28.5,2.17,0.0,0.0,0.0,0.13,0,0,0
247,0.19,0.0,5.01,0.0,24.5,10.62,0.0,0.0,0.0,1.0,0,0,0
248,163.34,0.0,5.27,0.88,30.0,17.92,0.11,0.31,0.0,0.96,-4,0,1
249,0.0,0.0,4.73,0.0,29.166999999999998,11.65,0.0,0.0,0.0,0.95,0,0,1
251,0.01,5.0,1.0,0.0,11.333,1.52,0.0,0.0,0.0,0.0,0,0,0
252,3.46,0.0,1.69,0.98,27.0,13.47,0.07,0.17,0.0,0.24,0,0,0
253,0.0,1.6,1.61,0.0,28.666999999999998,8.71,0.0,0.0,0.0,0.14,0,0,0
254,13.15,0.0,7.58,0.15,19.833,0.8,0.16,0.17,0.0,0.33,-22,0,1
255,0.0,0.0,1.28,0.0,24.666999999999998,18.06,0.1,0.0,0.0,0.08,0,0,1
257,0.0,6.0,3.66,0.0,27.166999999999998,3.33,0.17,0.0,0.0,0.33,0,1,0
258,0.19,7.73,1.0,0.3,16.333,1.57,0.16,0.17,0.0,0.0,0,0,1
259,0.0,13.0,1.0,0.0,8.833,1.72,0.0,0.0,0.0,0.0,0,0,0
260,0.0,0.0,1.0,0.0,28.166999999999998,36.22,0.0,0.0,0.0,0.0,0,0,2
261,0.0,0.0,1.53,0.0,15.333,3.84,0.0,0.0,0.0,0.14,0,0,0
262,227.77,0.0,2.44,1.86,30.0,7.59,0.3,1.0,0.0,0.38,32,0,0
263,0.0,2.5,1.0,0.0,18.0,2.51,0.0,0.0,0.0,0.0,0,0,2
264,0.0,2.2,1.0,0.04,27.666999999999998,5.36,0.01,0.17,0.0,0.0,0,0,0
265,0.0,0.0,5.19,0.0,30.0,45.85,0.0,0.0,0.0,1.0,0,0,1
266,0.0,0.0,5.0,0.0,30.0,55.37,0.0,0.0,0.0,1.0,0,0,0
267,0.0,0.0,4.6,0.0,30.0,44.52,0.0,0.0,0.0,0.91,0,0,0
268,0.02,3.44,1.0,0.0,24.333000000000002,3.65,0.0,0.0,0.0,0.0,0,0,0
269,0.0,0.0,1.74,0.0,25.166999999999998,8.1,0.26,0.0,0.0,0.21,0,0,0
270,0.63,0.0,1.0,0.0,30.0,19.38,0.0,0.0,0.0,0.0,0,0,1
271,0.0,0.0,2.65,0.0,26.0,7.24,0.0,0.0,0.0,0.47,0,0,1
272,0.0,0.0,2.32,0.0,29.166999999999998,8.54,0.14,0.0,0.0,0.47,0,0,0
273,0.0,15.0,4.88,0.0,15.333,0.77,0.0,0.0,0.0,0.17,0,0,0
274,0.12,2.71,1.13,0.0,29.166999999999998,5.63,0.0,0.0,0.0,0.01,0,0,1
275,0.0,0.0,2.58,0.0,26.666999999999998,16.04,0.0,0.0,0.0,0.42,0,0,0
276,0.0,1.6,1.82,0.0,25.5,2.8,0.0,0.0,0.0,0.14,0,0,1
277,2004.61,0.0,1.08,10.36,30.0,5.49,0.65,1.0,0.0,0.02,-111,0,0
278,0.0,4.25,5.0,0.0,8.667,1.62,0.0,0.0,0.0,0.33,0,0,1
279,3.55,0.0,1.47,0.04,29.833000000000002,7.36,0.01,0.17,0.0,0.11,3,0,2
280,0.0,0.0,4.55,16.13,30.0,8.3,0.66,0.52,0.01,0.9,0,0,1
281,0.0,3.75,1.55,0.0,29.0,6.77,0.09,0.0,0.0,0.22,0,0,1
282,0.16,0.0,4.81,0.0,30.0,19.87,0.0,0.0,0.0,0.96,0,0,1
283,0.0,13.17,1.67,0.0,23.5,1.64,0.0,0.0,0.0,0.06,0,0,0
284,0.0,0.0,1.8,0.0,24.0,3.34,0.0,0.0,0.0,0.33,0,0,0
285,0.44,7.2,5.06,0.0,6.5,0.91,0.0,0.0,0.0,0.33,-2,0,0
286,0.0,0.0,1.27,0.0,28.666999999999998,11.51,0.0,0.0,0.0,0.17,0,0,0
287,0.0,0.0,5.0,0.0,25.5,9.94,0.0,0.0,0.0,1.0,0,0,0
288,0.0,0.0,4.49,0.0,30.0,25.71,0.12,0.0,0.0,0.89,0,0,0
289,0.0,0.0,1.07,0.0,27.666999999999998,26.56,0.0,0.0,0.0,0.02,-36,0,0
290,0.0,4.57,1.24,0.0,27.5,3.85,0.0,0.0,0.0,0.04,0,0,2
291,0.0,0.0,3.93,0.0,30.0,16.38,0.0,0.0,0.0,0.83,0,0,1
292,0.0,11.17,1.0,0.0,3.333,0.41,0.0,0.0,0.0,0.0,0,0,0
293,0.5,13.38,9.82,0.0,16.333,0.91,0.0,0.0,0.0,0.17,-125,2,1
294,0.0,0.0,1.07,0.0,23.166999999999998,10.01,0.0,0.0,0.0,0.08,-171,0,1
