,VOLUME_SESSION,AVG_J_S,Rech_Moy,MNT_FORFAIT_DATA,NB_JOUR_ACT_IN,revenu_cdr,P_revenu_data,P_FF_Journalier,P_FF_mensuel,P_N_Rech_sup5,Evolution volume session,Evolution rech_moy,pca_clusters
10083,0.0,0.0,4.34,0.0,20.167,9.52,0.0,0.0,0.0,0.67,0,0,0
10084,1.16,1.11,1.21,0.0,18.667,3.89,0.0,0.0,0.0,0.08,-2,0,0
10085,0.0,0.0,5.0,0.0,30.0,1.81,0.0,0.0,0.0,0.5,0,0,0
10086,0.0,0.0,2.22,0.0,29.5,11.17,0.0,0.0,0.0,0.43,0,0,0
10087,0.01,0.0,4.34,0.0,29.666999999999998,9.17,0.0,0.0,0.0,0.92,0,0,0
10088,0.33,0.0,1.0,0.0,30.0,12.21,0.0,0.0,0.0,0.0,0,0,2
10089,0.0,0.0,3.2,0.0,30.0,20.61,0.06,0.0,0.0,0.59,0,0,1
10090,0.03,20.43,1.0,0.15,4.167,0.45,0.25,0.17,0.0,0.0,0,0,0
10091,0.84,3.0,1.47,0.0,24.5,7.65,0.0,0.0,0.0,0.1,0,0,0
10092,0.0,12.83,3.66,0.75,10.167,0.97,0.44,0.0,0.17,0.33,0,0,1
10093,0.0,6.86,1.0,0.0,14.333,1.56,0.0,0.0,0.0,0.0,0,0,2
10094,7563.25,0.0,2.66,34.09,29.666999999999998,4.43,0.88,0.98,0.01,0.49,-1573,-1,2
10095,18613.22,0.0,4.74,19.25,30.0,1.08,0.95,0.17,0.67,0.95,-2687,0,0
10096,2228.31,0.0,1.18,10.43,29.666999999999998,2.85,0.81,0.93,0.07,0.03,770,0,1
10097,0.0,14.14,1.0,0.0,6.5,2.27,0.0,0.0,0.0,0.0,0,0,1
10098,0.08,3.3,1.25,0.0,17.833,3.25,0.0,0.0,0.0,0.04,0,0,0
10099,0.0,0.0,1.58,0.0,29.5,4.22,0.24,0.0,0.0,0.17,0,0,0
10100,21521.91,0.0,2.83,26.43,30.0,0.74,0.98,0.75,0.23,0.46,-767,0,0
10101,0.0,0.0,4.97,0.0,14.0,3.3,0.0,0.0,0.0,0.5,0,0,0
10102,66.17,0.0,1.24,0.8,25.833000000000002,11.59,0.55,0.33,0.0,0.05,-315,0,0
10103,0.0,2.2,3.0,0.0,15.833,2.19,0.0,0.0,0.0,0.5,0,0,0
10104,14730.5,0.0,5.73,25.0,28.833000000000002,1.19,0.95,0.0,1.0,0.97,2207,0,0
10106,0.0,6.8,1.3,0.0,13.833,2.76,0.0,0.0,0.0,0.06,0,0,0
10107,0.0,0.0,1.0,0.6,30.0,11.49,0.05,0.17,0.0,0.0,0,0,0
10108,34.38,6.5,3.41,0.45,12.0,2.3,0.16,0.17,0.0,0.5,0,1,2
10109,0.0,0.0,5.0,0.48,27.5,7.61,0.2,0.17,0.0,0.67,0,0,0
10110,0.0,15.6,1.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0,-1,0
10111,643.87,0.0,1.4,2.5,29.833000000000002,6.13,0.29,0.76,0.03,0.11,-320,0,1
10112,0.0,0.54,1.0,0.0,24.666999999999998,2.73,0.0,0.0,0.0,0.0,0,0,1
10113,0.0,16.88,1.0,0.0,3.833,0.66,0.0,0.0,0.0,0.0,0,0,1
10114,1282.38,0.0,4.98,5.25,22.0,0.84,0.86,0.0,1.0,0.67,39,0,1
10115,0.12,0.0,1.0,0.0,25.666999999999998,9.38,0.0,0.0,0.0,0.0,0,0,0
10116,0.0,0.0,2.59,0.0,25.5,4.32,0.0,0.0,0.0,0.42,0,0,0
10117,0.0,0.0,1.09,0.0,24.666999999999998,2.64,0.66,0.0,0.0,0.02,0,0,0
10118,23.45,0.67,1.5,0.04,30.0,3.81,0.01,0.17,0.0,0.1,8,0,2
10119,34.74,0.0,4.99,0.0,29.666999999999998,7.99,0.0,0.0,0.0,0.67,0,0,0
10120,0.0,0.0,1.22,0.0,25.333000000000002,3.43,0.0,0.0,0.0,0.08,0,0,2
10121,0.0,0.0,1.0,0.0,11.5,2.85,0.19,0.0,0.0,0.0,0,0,0
10122,0.05,0.0,1.0,0.0,30.0,15.16,0.0,0.0,0.0,0.0,0,0,1
10123,0.22,0.0,2.28,0.0,29.166999999999998,9.45,0.0,0.0,0.0,0.4,0,0,0
10124,0.0,12.83,1.0,0.0,7.5,0.49,0.0,0.0,0.0,0.0,0,-1,0
10125,0.0,0.0,5.01,0.0,25.666999999999998,7.58,0.16,0.0,0.0,0.83,0,0,2
10126,1.94,15.0,4.88,0.0,11.667,0.4,0.55,0.0,0.0,0.17,0,0,0
10128,0.0,20.67,2.34,0.0,15.167,0.03,0.0,0.0,0.0,0.17,0,0,0
10129,0.0,11.75,1.0,0.0,13.833,0.47,0.0,0.0,0.0,0.0,0,0,0
10130,0.0,10.75,1.0,0.0,16.5,0.51,0.0,0.0,0.0,0.0,0,0,1
10133,1466.65,0.0,4.03,10.18,26.166999999999998,11.21,0.48,0.98,0.02,0.81,-453,0,0
10134,0.0,0.0,2.74,0.0,25.5,9.91,0.0,0.0,0.0,0.44,0,0,0
10135,0.0,15.0,1.81,0.0,14.333,1.58,0.0,0.0,0.0,0.04,0,0,2
10136,1944.35,0.0,1.22,2.83,30.0,9.12,0.31,0.83,0.0,0.07,85,0,0
10137,0.0,3.57,2.33,0.0,23.666999999999998,2.71,0.0,0.0,0.0,0.42,0,0,0
10138,0.0,4.09,1.0,0.0,23.833000000000002,2.15,0.0,0.0,0.0,0.0,-150,0,0
10139,0.0,0.0,3.16,0.0,30.0,27.2,0.0,0.0,0.0,0.56,-25,0,0
10140,0.0,0.0,1.0,0.0,29.833000000000002,6.7,0.02,0.0,0.0,0.0,0,0,0
10141,0.0,0.0,1.0,0.0,30.0,7.3,0.0,0.0,0.0,0.0,0,0,1
10142,0.0,0.0,12.11,0.0,23.833000000000002,12.7,0.0,0.0,0.0,0.83,0,0,2
10143,0.02,0.0,1.53,0.0,28.0,7.19,0.0,0.0,0.0,0.17,0,0,0
10144,0.0,0.0,4.77,0.0,30.0,15.24,0.12,0.0,0.0,0.93,0,0,1
10145,0.0,7.33,3.03,0.0,1.3330000000000002,0.79,0.0,0.0,0.0,0.08,0,0,0
10146,0.0,0.0,1.95,0.0,27.5,13.04,0.0,0.0,0.0,0.23,0,0,0
10147,0.0,14.33,3.03,0.0,17.833,0.98,0.0,0.0,0.0,0.17,0,-1,0
10148,0.0,0.0,2.72,0.0,28.5,5.86,0.0,0.0,0.0,0.47,0,0,0
10149,0.0,14.25,1.0,0.0,13.833,0.5,0.4,0.0,0.0,0.0,0,0,0
10150,148.69,0.0,5.01,0.75,25.333000000000002,0.15,0.98,0.0,0.17,1.0,-220,0,0
10151,0.0,0.0,1.5,0.0,29.666999999999998,11.93,0.0,0.0,0.0,0.17,-10,0,1
10152,0.0,11.29,3.03,0.0,20.5,0.98,0.0,0.0,0.0,0.08,0,0,0
10153,0.0,0.0,4.28,0.0,26.5,7.3,0.0,0.0,0.0,0.57,0,0,0
10154,0.06,0.33,1.12,0.0,29.833000000000002,5.81,0.1,0.0,0.0,0.06,0,0,0
10155,0.0,3.29,1.25,0.0,21.0,3.27,0.0,0.0,0.0,0.06,0,0,0
10156,3796.56,0.0,1.8,9.13,29.333000000000002,2.45,0.79,0.89,0.08,0.23,890,0,2
10157,0.0,1.75,1.0,0.0,4.0,2.81,0.0,0.0,0.0,0.0,0,0,1
10158,5.69,10.0,1.0,0.0,17.333,0.08,0.0,0.0,0.0,0.0,5,0,0
10159,0.0,0.0,1.67,0.0,30.0,7.75,0.0,0.0,0.0,0.25,0,0,2
10160,0.0,18.4,5.06,0.0,20.666999999999998,1.17,0.0,0.0,0.0,0.33,0,0,0
10162,0.0,3.8,2.99,0.0,21.5,2.03,0.0,0.0,0.0,0.33,0,0,1
10164,63.95,15.0,1.0,0.75,1.167,0.0,1.0,0.17,0.0,0.0,-563,0,0
10165,0.0,0.0,1.48,0.04,28.333000000000002,10.51,0.29,0.17,0.0,0.09,0,0,2
10166,0.0,0.0,5.02,0.0,9.167,2.52,0.0,0.0,0.0,0.67,0,0,1
10167,0.0,0.0,4.99,0.0,26.166999999999998,10.47,0.0,0.0,0.0,1.0,0,0,0
10168,0.56,0.0,1.1,0.0,18.5,7.0,0.0,0.0,0.0,0.04,0,0,2
10169,0.0,11.89,1.0,0.0,5.332999999999999,0.48,0.0,0.0,0.0,0.0,-34,0,2
10170,0.04,1.86,2.5,0.0,9.5,2.53,0.0,0.0,0.0,0.17,0,0,0
10171,0.0,15.0,2.34,0.0,1.5,0.61,0.0,0.0,0.0,0.06,0,0,0
10172,92.17,19.38,1.0,0.15,1.6669999999999998,0.1,0.6,0.17,0.0,0.0,27,0,0
10173,0.0,3.56,1.0,0.0,12.0,2.33,0.0,0.0,0.0,0.0,0,0,0
10174,0.3,10.33,1.99,0.0,10.833,1.33,0.0,0.0,0.0,0.17,0,0,0
10175,3.73,0.0,1.23,0.04,30.0,18.32,0.0,0.17,0.0,0.07,0,0,1
10176,0.0,10.9,1.0,0.0,9.667,0.99,0.0,0.0,0.0,0.0,0,0,2
10177,0.0,0.0,4.56,0.15,27.166999999999998,13.44,0.01,0.17,0.0,0.92,0,0,1
10179,48.48,0.0,1.28,4.28,29.666999999999998,4.76,0.56,0.91,0.0,0.07,8,0,1
10181,0.0,0.0,2.04,0.0,26.0,8.5,0.0,0.0,0.0,0.54,0,0,0
10182,0.0,23.67,1.0,0.0,13.5,0.65,0.0,0.0,0.0,0.0,-16,0,0
10184,0.0,0.0,5.01,0.0,29.333000000000002,14.21,0.0,0.0,0.0,1.0,0,0,2
10185,0.01,0.0,4.99,0.0,28.302,9.14,0.0,0.0,0.0,1.0,0,0,0
10186,3826.63,0.0,4.11,15.79,23.833000000000002,2.67,0.86,0.04,0.96,0.8,263,0,0
10187,0.0,3.57,1.5,0.0,28.333000000000002,2.48,0.37,0.0,0.0,0.11,-53,0,0
10188,24925.79,0.0,3.53,25.58,26.666999999999998,3.36,0.88,0.0,0.83,0.63,4700,0,0
10189,0.0,8.08,1.0,0.0,7.5,0.17,0.82,0.0,0.0,0.0,0,0,0
10190,0.0,0.0,1.0,0.0,23.0,12.6,0.0,0.0,0.0,0.0,0,0,1
10191,104.9,0.0,3.36,1.15,21.666999999999998,8.54,0.12,0.04,0.0,0.7,-104,0,0
10192,0.04,1.2,4.97,0.0,19.167,3.33,0.0,0.0,0.0,0.5,0,0,0
10193,11.61,0.0,4.85,1.82,30.0,28.89,0.06,0.17,0.0,0.94,-1,0,0
10194,4585.98,0.0,1.42,8.5,28.833000000000002,2.84,0.75,0.99,0.01,0.03,553,0,0
10195,0.0,4.78,1.0,0.45,16.167,1.41,0.46,0.17,0.0,0.0,0,0,0
10196,0.0,8.22,1.0,0.0,26.0,1.43,0.0,0.0,0.0,0.0,0,0,0
10197,0.0,0.0,1.12,0.0,30.0,10.86,0.06,0.0,0.0,0.03,0,0,2
10198,0.0,8.23,1.0,0.0,3.667,0.54,0.0,0.0,0.0,0.0,0,0,2
10199,0.09,0.0,5.01,0.0,29.5,16.97,0.0,0.0,0.0,1.0,0,0,0
10200,107.13,20.5,3.66,0.53,0.5,1.07,0.33,0.25,0.0,0.33,4,0,2
10201,2543.28,0.0,2.02,12.23,29.166999999999998,4.78,0.72,0.65,0.35,0.27,-238,0,0
10202,0.0,0.0,5.25,0.0,26.0,33.54,0.0,0.0,0.0,1.0,0,0,0
10203,0.24,13.0,1.0,0.0,23.833000000000002,0.15,0.0,0.0,0.0,0.0,0,0,1
10204,0.0,0.4,1.0,0.0,27.0,1.41,0.0,0.0,0.0,0.0,0,0,0
10205,1.39,0.67,1.42,0.0,23.166999999999998,3.86,0.0,0.0,0.0,0.08,0,0,0
10206,147.66,0.0,4.11,0.87,29.333000000000002,14.32,0.24,0.5,0.0,0.81,-5,0,0
10207,0.06,0.0,1.0,0.0,24.0,11.19,0.0,0.0,0.0,0.0,0,0,2
10208,0.0,0.0,3.27,0.0,29.5,3.84,0.0,0.0,0.0,0.67,0,0,2
10209,619.09,0.0,4.83,9.06,30.0,9.76,0.48,1.0,0.0,0.98,-322,0,1
10210,82.12,0.0,2.57,0.6,28.166999999999998,41.27,0.01,0.17,0.0,0.34,-170,0,0
10211,15979.66,0.0,3.35,49.64,29.833000000000002,5.65,0.9,0.22,0.75,0.48,-4386,0,1
10212,0.0,0.0,5.0,0.0,20.833000000000002,1.95,0.0,0.0,0.0,0.5,0,0,2
10213,1081.16,0.0,1.0,7.14,28.333000000000002,5.67,0.71,1.0,0.0,0.0,173,0,0
10214,0.11,10.67,5.06,0.0,14.0,1.72,0.0,0.0,0.0,0.33,0,0,1
10215,1431.79,0.0,3.84,7.38,29.666999999999998,6.03,0.55,0.92,0.03,0.72,397,0,1
10217,7540.6,0.0,2.83,17.98,29.333000000000002,1.37,0.93,0.06,0.95,0.51,1272,0,0
10218,0.0,0.0,1.99,0.0,23.0,20.33,0.05,0.0,0.0,0.22,-75,0,0
10219,0.0,0.0,1.0,0.0,28.0,5.32,0.0,0.0,0.0,0.0,0,0,0
10220,0.0,0.0,1.04,0.0,29.0,16.19,0.0,0.0,0.0,0.02,0,0,1
10221,94.9,0.0,1.0,0.19,28.5,13.16,0.03,0.17,0.0,0.0,0,0,0
10223,0.0,2.33,1.25,0.0,23.833000000000002,3.84,0.0,0.0,0.0,0.17,0,0,0
10224,0.6,2.69,1.27,0.0,5.5,2.17,0.26,0.17,0.0,0.03,0,0,2
10225,0.0,0.0,1.1,0.0,24.166999999999998,7.73,0.0,0.0,0.0,0.03,0,0,0
10226,0.0,18.0,1.0,0.0,5.5,4.5,0.0,0.0,0.0,0.0,-16,0,0
10227,0.0,0.0,1.0,0.0,28.333000000000002,12.93,0.0,0.0,0.0,0.0,0,0,0
10228,75.34,0.0,1.17,0.48,26.666999999999998,6.77,0.07,0.08,0.0,0.04,-994,0,0
10229,0.0,4.73,1.0,0.0,15.5,1.15,0.0,0.0,0.0,0.0,0,0,0
10230,82.33,0.0,1.27,0.75,28.5,14.92,0.05,0.33,0.0,0.09,82,0,2
10231,0.0,0.0,4.26,0.0,26.166999999999998,4.61,0.0,0.0,0.0,0.67,0,0,0
10232,0.01,0.0,2.0,0.0,25.333000000000002,8.01,0.0,0.0,0.0,0.23,0,0,1
10233,0.0,0.0,2.5,0.0,28.666999999999998,10.23,0.06,0.0,0.0,0.59,0,0,0
10234,2729.98,0.0,4.6,13.14,27.666999999999998,5.0,0.72,0.58,0.29,0.9,37,0,1
10235,0.0,3.29,1.3,0.0,21.0,3.23,0.0,0.0,0.0,0.08,0,0,0
10236,7169.26,0.0,1.2,19.91,28.666999999999998,4.33,0.82,0.8,0.17,0.1,2214,0,1
10237,15670.01,0.0,2.29,29.14,30.0,22.93,0.56,0.84,0.1,0.42,2198,0,0
10238,144.23,0.0,1.68,0.79,25.833000000000002,4.78,0.14,0.5,0.0,0.16,99,0,1
10239,0.0,1.86,3.66,0.0,23.0,0.34,0.0,0.0,0.0,0.33,0,-1,1
10240,0.0,0.0,4.22,0.0,22.0,3.72,0.0,0.0,0.0,0.58,0,0,0
10241,526.14,0.0,1.05,3.86,30.0,6.68,0.37,1.0,0.0,0.02,32,0,1
10242,1.01,0.0,1.0,0.3,28.833000000000002,8.82,0.03,0.17,0.0,0.0,0,0,1
10243,2.96,0.0,1.11,0.04,30.0,6.97,0.01,0.17,0.0,0.03,0,0,0
10244,20501.95,0.0,2.9,31.65,30.0,7.66,0.81,0.08,0.89,0.49,-139,0,0
10245,344.35,0.0,5.0,3.65,29.166999999999998,25.86,0.12,0.75,0.0,1.0,68,0,2
10246,0.0,0.0,1.0,0.0,28.666999999999998,13.33,0.0,0.0,0.0,0.0,0,0,0
10247,20.38,4.4,1.0,0.08,26.833000000000002,4.18,0.02,0.17,0.0,0.0,20,0,0
10248,190.35,0.0,1.24,1.68,30.0,24.26,0.09,0.83,0.0,0.06,97,0,2
10250,0.0,0.0,5.0,0.0,28.833000000000002,7.58,0.0,0.0,0.0,1.0,0,0,2
10251,158.31,0.0,4.99,1.33,25.166999999999998,9.37,0.12,0.0,0.08,1.0,158,0,1
10252,2.11,0.0,1.0,0.0,27.0,14.03,0.0,0.0,0.0,0.0,2,0,0
10253,3010.36,0.0,2.9,14.25,28.5,4.09,0.78,0.69,0.31,0.45,-188,0,0
10255,0.0,15.29,1.0,0.0,17.667,0.88,0.08,0.0,0.0,0.0,0,0,2
10257,0.0,0.0,4.99,0.0,24.166999999999998,11.65,0.0,0.0,0.0,1.0,0,0,0
10258,0.0,16.5,1.0,0.0,19.0,0.81,0.0,0.0,0.0,0.0,0,0,1
10259,12.34,0.0,1.0,0.19,28.833000000000002,2.8,0.68,0.17,0.0,0.0,-539,0,1
10260,0.0,10.14,1.99,0.0,5.667000000000001,1.25,0.0,0.0,0.0,0.08,0,-1,1
10261,0.0,7.0,2.2,0.0,20.333,3.65,0.0,0.0,0.0,0.42,0,0,0
10262,10.59,6.5,3.03,0.04,22.666999999999998,3.0,0.01,0.17,0.0,0.17,2,0,2
10263,0.0,0.0,5.06,0.0,0.33299999999999996,2.47,0.0,0.0,0.0,0.33,0,0,0
10264,0.0,1.22,1.27,0.0,20.833000000000002,3.05,0.0,0.0,0.0,0.06,0,0,0
10265,0.0,0.0,4.89,0.0,30.0,13.96,0.09,0.0,0.0,0.95,0,0,1
10266,0.0,0.0,4.59,0.15,30.0,11.04,0.01,0.17,0.0,0.86,0,0,1
10267,0.01,0.0,1.0,0.15,30.0,17.13,0.01,0.17,0.0,0.0,0,0,2
10268,211.39,0.0,1.0,1.33,29.666999999999998,19.69,0.06,0.5,0.0,0.0,164,0,0
10269,2864.05,0.0,2.63,13.42,26.333000000000002,10.06,0.57,0.0,1.0,0.44,-493,0,0
10270,0.0,0.0,2.47,0.0,26.833000000000002,7.53,0.0,0.0,0.0,0.45,0,0,0
10272,2644.94,0.0,7.66,9.83,29.666999999999998,11.9,0.45,0.0,0.67,1.0,2009,1,0
10273,0.0,0.0,4.62,0.3,30.0,64.3,0.0,0.17,0.0,0.91,0,0,2
10274,0.0,0.0,5.0,0.0,25.166999999999998,5.22,0.0,0.0,0.0,0.83,0,0,1
10275,4083.06,0.0,1.25,12.75,30.0,7.31,0.72,1.0,0.0,0.05,2456,0,0
10276,575.02,0.0,1.1,4.84,30.0,9.87,0.33,0.82,0.02,0.02,-739,0,0
10277,0.0,0.0,1.68,0.0,29.5,21.72,0.0,0.0,0.0,0.35,0,-1,0
10278,0.0,0.0,2.5,0.0,12.667,3.99,0.0,0.0,0.0,0.42,0,0,2
10279,0.0,1.0,3.66,0.0,19.167,2.94,0.0,0.0,0.0,0.25,0,0,0
10280,685.17,0.0,1.64,5.07,30.0,16.04,0.26,0.98,0.0,0.21,130,0,0
10281,0.16,8.83,3.03,0.0,10.5,0.92,0.0,0.0,0.0,0.08,0,0,1
10282,24185.22,0.0,2.47,26.84,28.333000000000002,4.44,0.88,0.52,0.49,0.38,1263,0,1
10283,1.02,0.0,5.0,0.0,25.666999999999998,12.54,0.0,0.0,0.0,1.0,0,0,0
10286,90.18,10.5,1.0,0.64,13.333,0.16,0.8,0.5,0.0,0.0,27,0,0
10287,0.0,6.67,5.06,0.0,22.166999999999998,2.14,0.0,0.0,0.0,0.17,0,0,2
10288,0.07,20.57,1.0,0.0,29.666999999999998,0.38,0.0,0.0,0.0,0.0,0,0,0
10289,0.14,0.0,4.24,0.0,24.666999999999998,14.73,0.0,0.0,0.0,0.86,0,0,2
10292,0.0,0.33,1.08,0.0,23.833000000000002,8.84,0.0,0.0,0.0,0.02,0,0,1
10293,0.0,9.67,1.0,0.0,6.167000000000001,1.03,0.0,0.0,0.0,0.0,0,0,1
10294,0.0,0.0,3.55,0.0,30.0,21.39,0.0,0.0,0.0,0.71,0,0,0
10295,0.0,0.0,5.07,0.0,24.166999999999998,13.18,0.0,0.0,0.0,0.96,0,0,0
10296,0.0,0.33,1.85,0.0,28.833000000000002,2.32,0.58,0.0,0.0,0.29,0,0,0
10297,0.0,0.0,1.27,0.0,29.0,13.48,0.16,0.0,0.0,0.1,0,0,0
10298,1749.24,0.0,1.18,10.75,21.5,1.3,0.89,1.0,0.0,0.08,101,0,0
10299,4410.58,0.0,3.42,18.45,24.333000000000002,6.0,0.75,0.19,0.81,0.62,-194,0,1
10300,0.0,0.33,1.0,0.0,29.0,5.4,0.0,0.0,0.0,0.0,0,0,2
10301,0.0,31.0,4.88,0.0,16.5,0.77,0.0,0.0,0.0,0.17,0,3,0
10302,0.0,0.0,3.67,0.0,29.0,7.33,0.0,0.0,0.0,0.89,0,-1,0
10303,4228.95,0.0,1.0,19.48,29.666999999999998,0.89,0.96,1.0,0.0,0.0,279,0,0
10305,0.0,11.09,1.0,0.0,27.333000000000002,0.84,0.0,0.0,0.0,0.0,0,0,0
10306,0.0,0.0,4.0,8.77,29.833000000000002,3.95,0.71,0.98,0.0,0.77,0,0,2
10307,0.0,0.0,4.67,0.0,22.666999999999998,10.05,0.12,0.0,0.0,0.92,0,0,0
10308,0.0,0.0,1.56,0.0,26.833000000000002,13.82,0.0,0.0,0.0,0.22,0,0,0
10310,1.41,0.0,1.32,0.0,23.833000000000002,9.56,0.0,0.0,0.0,0.1,0,0,0
10312,0.11,16.33,1.0,0.0,12.333,0.08,0.76,0.0,0.0,0.0,0,0,2
10313,0.0,26.75,1.0,0.0,0.16699999999999998,0.17,0.0,0.0,0.0,0.0,0,0,0
10314,0.0,3.5,3.66,0.0,23.666999999999998,1.64,0.0,0.0,0.0,0.33,0,0,0
10315,1379.37,0.0,4.63,8.33,29.5,5.18,0.7,1.0,0.0,0.92,353,0,0
10316,12923.56,0.0,3.39,23.08,30.0,45.08,0.34,0.83,0.17,0.65,8067,0,0
10317,0.0,0.0,5.0,0.0,29.833000000000002,18.49,0.0,0.0,0.0,1.0,0,0,0
10318,0.0,0.0,5.0,0.0,19.167,2.51,0.0,0.0,0.0,0.5,0,0,2
10319,196.2,2.67,7.58,0.75,20.5,0.34,0.69,0.0,0.17,0.33,0,-2,0
10320,1.36,0.0,4.15,0.0,26.0,12.32,0.0,0.0,0.0,0.77,-59,0,0
10321,0.54,3.0,5.06,0.0,15.333,1.09,0.0,0.0,0.0,0.33,0,0,2
10322,0.0,0.0,1.1,0.0,28.833000000000002,7.59,0.0,0.0,0.0,0.02,0,0,2
10323,0.0,0.0,1.03,0.0,30.0,2.03,0.91,0.0,0.0,0.01,0,0,0
10324,8105.99,0.0,1.03,37.11,30.0,1.96,0.95,1.0,0.0,0.01,2325,0,0
10325,0.0,0.0,1.05,0.0,23.833000000000002,12.92,0.0,0.0,0.0,0.02,-9,0,1
10326,0.0,0.0,1.07,0.04,30.0,13.18,0.0,0.17,0.0,0.03,0,0,2
10327,0.09,0.0,1.18,0.0,30.0,12.53,0.0,0.0,0.0,0.05,0,0,2
10328,150.41,0.0,1.95,1.13,30.0,19.81,0.05,0.5,0.0,0.3,53,0,1
10329,0.0,0.0,3.0,0.0,25.5,8.71,0.0,0.0,0.0,0.64,0,0,2
10330,0.1,4.6,3.66,0.0,20.666999999999998,1.12,0.37,0.0,0.0,0.33,0,-1,0
10331,0.54,0.0,1.0,0.0,28.333000000000002,12.19,0.0,0.0,0.0,0.0,0,0,0
10332,0.0,12.4,1.0,0.0,11.833,2.15,0.0,0.0,0.0,0.0,0,0,2
10333,56.13,0.0,1.09,0.15,29.0,0.83,0.88,0.17,0.0,0.03,-320,0,0
10334,0.02,22.5,4.88,0.04,5.667000000000001,0.35,0.1,0.17,0.0,0.17,0,3,1
10335,0.0,0.0,2.84,0.0,28.0,6.29,0.0,0.0,0.0,0.57,0,0,0
10336,38.18,0.4,1.0,0.0,26.666999999999998,3.48,0.0,0.0,0.0,0.0,-40,0,2
10337,0.0,0.0,2.33,0.0,29.333000000000002,12.94,0.0,0.0,0.0,0.6,0,0,0
10338,0.35,0.0,5.06,0.0,15.167,1.78,0.0,0.0,0.0,0.33,0,0,0
10339,0.0,0.0,1.8,0.0,30.0,8.66,0.5,0.0,0.0,0.25,0,0,0
10340,0.0,4.0,5.0,0.0,22.166999999999998,0.34,0.0,0.0,0.0,0.5,0,0,0
10342,0.0,0.0,1.0,0.0,27.833000000000002,25.77,0.0,0.0,0.0,0.0,0,0,0
10343,0.0,0.0,4.18,0.0,30.0,7.06,0.0,0.0,0.0,0.82,0,0,1
10344,8706.95,0.0,2.31,35.82,28.666999999999998,0.59,0.98,0.6,0.3,0.35,-1096,0,2
10345,0.72,0.0,1.29,0.0,26.166999999999998,6.39,0.18,0.0,0.0,0.07,0,0,2
10346,0.0,0.0,5.01,0.0,29.666999999999998,8.48,0.0,0.0,0.0,1.0,0,0,0
10347,2697.75,0.0,1.08,14.66,30.0,6.57,0.69,0.98,0.01,0.02,96,0,0
10348,0.0,0.0,1.46,0.0,17.5,5.82,0.08,0.0,0.0,0.1,0,0,1
10349,0.0,1.0,1.0,0.0,26.0,7.62,0.0,0.0,0.0,0.0,0,0,0
10350,186.26,3.17,1.0,0.45,19.333,2.94,0.13,0.17,0.0,0.0,-136,0,0
10351,1.94,0.0,1.15,0.0,29.666999999999998,4.41,0.13,0.0,0.0,0.03,1,0,2
10352,0.0,11.25,1.0,0.0,20.0,0.34,0.0,0.0,0.0,0.0,0,0,2
10353,0.0,0.0,5.17,0.0,26.0,5.36,0.0,0.0,0.0,0.67,0,1,0
10354,0.0,2.0,1.18,0.0,22.833000000000002,4.28,0.0,0.0,0.0,0.08,0,0,0
10355,0.0,12.25,5.06,0.0,10.833,1.11,0.0,0.0,0.0,0.33,0,0,0
10356,0.67,1.67,1.7,0.04,25.833000000000002,4.93,0.23,0.17,0.0,0.18,0,0,2
10357,1330.9,0.0,1.82,7.07,28.666999999999998,8.42,0.46,0.95,0.05,0.19,151,0,0
10358,0.05,0.33,1.0,0.0,25.166999999999998,5.46,0.0,0.0,0.0,0.0,0,0,0
10359,5669.17,0.0,3.31,15.3,30.0,6.91,0.69,1.0,0.0,0.59,465,0,0
10361,111.74,0.0,4.11,0.04,25.5,5.55,0.01,0.17,0.0,0.83,-34,0,0
10362,0.0,0.0,1.49,0.0,26.666999999999998,12.53,0.0,0.0,0.0,0.18,0,0,0
10363,0.0,1.4,1.0,0.0,15.667,6.41,0.0,0.0,0.0,0.0,0,0,0
10364,9.24,7.13,1.0,0.04,19.833,3.75,0.01,0.17,0.0,0.0,-28,0,0
10365,0.0,0.0,1.23,0.0,18.5,6.9,0.0,0.0,0.0,0.06,0,0,1
10366,41.72,8.8,1.0,0.19,11.0,0.43,0.31,0.17,0.0,0.0,0,0,0
10367,0.0,3.4,1.44,0.0,17.5,3.92,0.0,0.0,0.0,0.33,0,0,0
10368,32.15,0.0,1.0,0.15,28.0,3.3,0.71,0.17,0.0,0.0,-116,0,0
10369,0.0,1.0,1.0,0.04,24.666999999999998,3.01,0.01,0.17,0.0,0.0,0,0,0
10370,0.0,0.0,1.0,0.0,22.666999999999998,9.16,0.0,0.0,0.0,0.0,0,0,2
10371,3645.43,0.0,1.56,10.63,29.5,0.35,0.97,0.93,0.07,0.16,12,0,0
10372,0.0,8.92,1.0,0.0,1.8330000000000002,0.67,0.0,0.0,0.0,0.0,0,0,0
10373,0.0,0.0,1.87,0.0,30.0,32.02,0.0,0.0,0.0,0.26,0,0,1
10374,0.1,0.0,1.12,0.0,29.333000000000002,11.33,0.12,0.0,0.0,0.03,0,0,0
10375,0.09,14.33,1.0,0.0,9.667,4.66,0.0,0.0,0.0,0.0,0,0,1
10377,68.1,13.0,4.88,0.62,11.667,0.31,0.67,0.33,0.0,0.17,0,0,0
10378,0.0,10.88,1.0,0.0,10.167,0.15,0.0,0.0,0.0,0.0,-5,-2,1
